0,2195,
1,2190,
2,2193,
3,2193,
4,2192,
5,2195,
6,2193,
7,2192,
8,2190,
9,2189,
10,2192,
11,2191,
12,2192,
13,2189,
14,2194,
15,2191,
16,2193,
17,2193,
18,2193,
19,2192,
20,2190,
21,2190,
22,2195,
23,2191,
24,2191,
25,2191,
26,2194,
27,2194,
28,2193,
29,2192,
30,2193,
31,2192,
32,2193,
33,2192,
34,2191,
35,2192,
36,2192,
37,2191,
38,2187,
39,2192,
40,2189,
41,2189,
42,2195,
43,2193,
44,2192,
45,2192,
46,2193,
47,2190,
48,2195,
49,2192,
50,2192,
51,2197,
52,2189,
53,2194,
54,2194,
55,2191,
56,2192,
57,2194,
58,2190,
59,2191,
60,2192,
61,2190,
62,2194,
63,2194,
64,2189,
65,2194,
66,2191,
67,2194,
68,2192,
69,2193,
70,2188,
71,2193,
72,2191,
73,2192,
74,2189,
75,2193,
76,2192,
77,2193,
78,2195,
79,2189,
80,2190,
81,2190,
82,2193,
83,2192,
84,2193,
85,2190,
86,2190,
87,2191,
88,2193,
89,2193,
90,2195,
91,2193,
92,2193,
93,2193,
94,2192,
95,2194,
96,2193,
97,2193,
98,2189,
99,2195,
100,2195,
101,2192,
102,2192,
103,2194,
104,2199,
105,2193,
106,2191,
107,2194,
108,2195,
109,2195,
110,2195,
111,2189,
112,2191,
113,2194,
114,2187,
115,2192,
116,2190,
117,2191,
118,2191,
119,2189,
120,2191,
121,2188,
122,2189,
123,2189,
124,2193,
125,2192,
126,2188,
127,2189,
128,2189,
129,2190,
130,2190,
131,2189,
132,2187,
133,2191,
134,2189,
135,2188,
136,2192,
137,2188,
138,2190,
139,2191,
140,2194,
141,2188,
142,2191,
143,2192,
144,2189,
145,2191,
146,2197,
147,2191,
148,2194,
149,2193,
150,2193,
151,2193,
152,2191,
153,2190,
154,2193,
155,2196,
156,2190,
157,2193,
158,2193,
159,2193,
160,2191,
161,2195,
162,2192,
163,2189,
164,2194,
165,2190,
166,2194,
167,2191,
168,2195,
169,2191,
170,2189,
171,2192,
172,2188,
173,2195,
174,2192,
175,2194,
176,2190,
177,2189,
178,2193,
179,2192,
180,2198,
181,2194,
182,2189,
183,2192,
184,2195,
185,2195,
186,2186,
187,2189,
188,2191,
189,2191,
190,2191,
191,2192,
192,2193,
193,2193,
194,2196,
195,2193,
196,2190,
197,2189,
198,2193,
199,2193,
200,2191,
201,2191,
202,2190,
203,2192,
204,2189,
205,2191,
206,2194,
207,2190,
208,2195,
209,2190,
210,2192,
211,2192,
212,2193,
213,2191,
214,2193,
215,2192,
216,2191,
217,2195,
218,2189,
219,2190,
220,2192,
221,2192,
222,2194,
223,2190,
224,2192,
225,2193,
226,2188,
227,2191,
228,2189,
229,2190,
230,2188,
231,2196,
232,2189,
233,2191,
234,2192,
235,2188,
236,2190,
237,2188,
238,2191,
239,2190,
240,2193,
241,2190,
242,2192,
243,2192,
244,2191,
245,2191,
246,2192,
247,2192,
248,2191,
249,2196,
250,2191,
251,2187,
252,2191,
253,2189,
254,2189,
255,2193,
256,2191,
257,2192,
258,2192,
259,2191,
260,2191,
261,2190,
262,2191,
263,2192,
264,2192,
265,2192,
266,2191,
267,2191,
268,2193,
269,2189,
270,2196,
271,2191,
272,2193,
273,2192,
274,2192,
275,2195,
276,2193,
277,2188,
278,2191,
279,2194,
280,2189,
281,2192,
282,2193,
283,2194,
284,2195,
285,2190,
286,2194,
287,2190,
288,2187,
289,2191,
290,2192,
291,2189,
292,2192,
293,2192,
294,2190,
295,2189,
296,2191,
297,2191,
298,2190,
299,2193,
300,2194
