0,2349,
1,2351,
2,2349,
3,2349,
4,2352,
5,2351,
6,2351,
7,2348,
8,2350,
9,2367,
10,2353,
11,2356,
0,2346,
1,2343,
2,2343,
3,2339,
4,2341,
5,2343,
6,2343,
7,2342,
8,2342,
9,2343,
10,2343,
11,2341,
12,2343,
13,2345,
14,2343,
15,2347,
16,2343,
17,2345,
18,2341,
19,2344,
20,2342,
21,2344,
22,2344,
23,2345,
24,2343,
25,2345,
26,2343,
27,2342,
28,2347,
29,2343,
30,2342,
31,2341,
32,2343,
33,2343,
34,2342,
35,2346,
36,2344,
37,2342,
38,2344,
39,2343,
40,2343,
41,2344,
42,2344,
43,2344,
44,2342,
45,2341,
46,2344,
47,2345,
48,2342,
49,2343,
50,2344,
51,2345,
52,2343,
53,2344,
54,2344,
55,2345,
56,2344,
57,2343,
58,2343,
59,2343,
60,2344,
61,2342,
62,2343,
63,2344,
64,2346,
65,2345,
66,2345,
67,2344,
68,2343,
69,2343,
70,2344,
71,2343,
72,2343,
73,2343,
74,2341,
75,2344,
76,2343,
77,2345,
78,2345,
79,2346,
80,2344,
81,2343,
82,2345,
83,2343,
84,2345,
85,2341,
86,2341,
87,2345,
88,2343,
89,2344,
90,2345,
91,2342,
92,2344,
93,2344,
94,2345,
95,2346,
96,2344,
97,2343,
98,2343,
99,2343,
100,2346,
101,2344,
102,2342,
103,2343,
104,2343,
105,2342,
106,2344,
107,2347,
108,2341,
109,2344,
110,2345,
111,2342,
112,2343,
113,2345,
114,2344,
115,2345,
116,2344,
117,2347,
118,2344,
119,2342,
120,2343,
121,2342,
122,2342,
123,2344,
124,2348,
125,2343,
126,2346,
127,2345,
128,2342,
129,2344,
130,2343,
131,2343,
132,2346,
133,2344,
134,2344,
135,2344,
136,2345,
137,2345,
138,2343,
139,2344,
140,2345,
141,2344,
142,2343,
143,2344,
144,2342,
145,2346,
146,2343,
147,2345,
148,2347,
149,2342,
150,2345,
151,2343,
152,2345,
153,2346,
154,2345,
155,2342,
156,2344,
157,2347,
158,2345,
159,2345,
160,2343,
161,2343,
162,2344,
163,2346,
164,2342,
165,2343,
166,2345,
167,2344,
168,2344,
169,2347,
170,2344,
171,2346,
172,2344,
173,2345,
174,2345,
175,2344,
176,2345,
177,2341,
178,2345,
179,2345,
180,2341,
181,2343,
182,2344,
183,2345,
184,2344,
185,2346,
186,2341,
187,2344,
188,2345,
189,2342,
190,2345,
191,2341,
192,2345,
193,2347,
194,2344,
195,2345,
196,2346,
197,2345,
198,2346,
199,2344,
200,2343,
201,2344,
202,2343,
203,2343,
204,2344,
205,2345,
206,2345,
207,2345,
208,2344,
209,2344,
210,2344,
211,2343,
212,2345,
213,2341,
214,2345,
215,2343,
216,2343,
217,2345,
218,2344,
219,2346,
220,2346,
221,2344,
222,2346,
223,2343,
224,2342,
225,2343,
226,2343,
227,2344,
228,2345,
229,2346,
230,2344,
231,2346,
232,2343,
233,2346,
234,2346,
235,2344,
236,2343,
237,2343,
238,2345,
239,2343,
240,2343,
241,2344,
242,2343,
243,2346,
244,2345,
245,2342,
246,2344,
247,2343,
248,2347,
249,2344,
250,2343,
251,2345,
252,2346,
253,2345,
254,2344,
255,2345,
256,2343,
257,2344,
258,2343,
259,2344,
260,2346,
261,2344,
262,2342,
263,2343,
264,2347,
265,2346,
266,2345,
267,2342,
268,2343,
269,2345,
270,2345,
271,2345,
272,2341,
273,2347,
274,2343,
275,2341,
276,2346,
277,2346,
278,2345,
279,2344,
280,2343,
281,2345,
282,2347,
283,2342,
284,2343,
285,2346,
286,2343,
287,2343,
288,2341,
289,2345,
290,2346,
291,2345,
292,2346,
293,2344,
294,2344,
295,2347,
296,2345,
297,2345,
298,2342,
299,2346,
300,2345,
