0,99.9936,585.097,1.65726
1,99.9932,592.981,1.3233
2,99.9853,589.958,0.387394
3,99.9855,589.401,0.286303
4,99.9674,589.013,0.317423
5,99.964,589.108,0.275833
6,99.9844,588.657,0.412734
7,99.9844,587.443,0.411384
8,99.9702,592.715,0.385143
9,99.9327,591.859,0.368404
10,99.9338,591.108,0.367724
11,99.9367,591.105,0.307363
12,99.9324,590.028,0.308203
13,99.9346,588.422,0.306583
14,99.937,588.289,0.278372
15,99.9362,588.057,0.377413
16,99.937,592.102,0.376644
17,99.936,592.841,0.366314
18,99.9346,592.228,0.369233
19,99.9381,590.914,0.373223
20,99.9381,590.547,0.308133
21,99.9366,590.308,0.291373
22,99.9394,588.792,0.269582
23,99.9384,586.399,0.381124
24,99.9372,590.715,0.368574
25,99.9327,590.618,0.366184
26,99.9331,592.159,0.366804
27,99.9324,592.451,0.366634
28,99.9367,592.815,0.368473
29,99.9329,593.136,0.454134
30,99.9354,590.451,0.306993
31,99.9385,588.845,0.270192
32,99.9283,587.862,0.367554
33,99.9366,590.629,0.371324
34,99.9389,592.091,0.367704
35,99.9336,591.633,0.368404
36,99.9393,592.75,0.368314
37,99.9346,592.256,0.369194
38,99.9346,595.262,0.271483
39,99.935,586.825,0.369664
40,99.9352,589.304,0.367974
41,99.9353,590.553,0.369104
42,99.9345,591.215,0.275513
43,99.9313,589.201,0.369374
44,99.9375,591.856,0.308573
45,99.9362,590.39,0.305883
46,99.9372,590.223,0.307033
47,99.9377,588.428,0.367494
48,99.9382,590.91,0.314064
49,99.9355,590.097,0.368573
50,99.9352,591.505,0.373024
51,99.9358,591.236,0.368683
52,99.9357,591.564,0.278413
53,99.9364,586.591,0.368643
54,99.9364,591.202,0.246983
55,99.9342,586.79,0.367704
56,99.9363,591.173,0.368524
57,99.9367,591.044,0.376323
58,99.9385,590.809,0.270072
59,99.9435,587.872,0.371964
60,99.942,592.715,0.369474
61,99.9416,591.303,0.370474
62,99.9414,591.892,0.313313
63,99.9402,588.098,0.369693
64,99.9356,592.488,0.367663
65,99.9338,592.291,0.373653
66,99.9368,591.272,0.374564
67,99.9352,590.845,0.367594
68,99.9354,591.398,0.308853
69,99.9258,587.997,0.297453
70,99.9083,589.109,0.260512
71,99.9276,585.938,0.358953
72,99.9159,593.73,0.365123
73,99.9372,590.849,0.368594
74,99.9302,591.101,0.364914
75,99.9128,590.43,0.365194
76,99.9274,592.187,0.364614
77,99.9346,592.218,0.268012
78,99.9283,586.325,0.273222
79,99.9273,586.332,0.371863
80,99.9295,591.14,0.306563
81,99.9298,592.093,0.371864
82,99.93,592.845,0.372414
83,99.9296,590.225,0.370463
84,99.9313,591.05,0.376484
85,99.9377,591.259,0.310073
86,99.935,589.271,0.269563
87,99.9341,585.873,0.373163
88,99.9368,590.227,0.370014
89,99.9362,593.304,0.371684
90,99.9413,589.829,0.370454
91,99.9396,590.294,0.375804
92,99.9394,590.486,0.375363
93,99.9383,590.412,0.270553
94,99.9404,588.915,0.264263
95,99.9371,585.675,0.371104
96,99.9349,590.423,0.369693
97,99.9334,592.877,0.368673
98,99.9319,593.896,0.370534
99,99.9317,591.927,0.371834
100,99.9343,591.007,0.310303
101,99.9329,592.126,0.314163
102,99.9303,589.076,0.268033
103,99.9315,587.739,0.368603
104,99.9304,594.237,0.379534
105,99.9317,592.438,0.371163
106,99.9325,593.195,0.375274
107,99.9347,590.855,0.284893
108,99.9341,588.451,0.273033
109,99.9323,585.443,0.310793
110,99.9332,588.856,0.373644
111,99.9324,591.304,0.323053
112,99.932,589.504,0.368974
113,99.9334,590.683,0.376734
114,99.9348,590.125,0.370334
115,99.9347,593.067,0.274742
116,99.9344,586.985,0.314124
117,99.9382,593.059,0.314513
118,99.9335,588.215,0.372374
119,99.9342,592.541,0.289143
120,99.9359,586.036,0.371074
121,99.9361,590.423,0.370923
122,99.9366,589.923,0.306663
123,99.9372,589.852,0.423285
124,99.943,591.447,0.273823
125,99.9472,591.865,0.315463
126,99.9503,589.35,0.380864
127,99.9504,590.321,0.381604
128,99.953,592.321,0.382194
129,99.9531,590.748,0.383084
130,99.9535,589.471,0.403724
131,99.9536,592.315,0.319583
132,99.9524,588.748,0.273253
133,99.9532,586.398,0.382824
134,99.9591,588.063,0.392914
135,99.9271,592.091,0.375814
136,99.9325,591.866,0.367844
137,99.9435,592.449,0.372173
138,99.9582,591.599,0.376364
139,99.9662,589.891,0.318583
140,99.9707,587.732,0.274922
141,99.9338,586.852,0.271813
142,99.9304,586.418,0.294043
143,99.934,591.083,0.310113
144,99.9322,588.686,0.309543
145,99.9361,588.375,0.310014
146,99.9379,587.949,0.371604
147,99.9373,590.125,0.372053
148,99.9385,590.874,0.310993
149,99.941,588.164,0.366684
150,99.9414,590.882,0.366194
151,99.9425,595.006,0.367544
152,99.9421,590.554,0.374584
153,99.9416,590.649,0.367183
154,99.9416,590.88,0.366884
155,99.9425,591.039,0.304433
156,99.9425,589.046,0.307624
157,99.9419,588.231,0.367494
158,99.9421,590.838,0.265883
159,99.9422,586.957,0.378844
160,99.9414,591.327,0.365754
161,99.9402,592.952,0.375514
162,99.9421,591.434,0.305883
163,99.9406,587.704,0.366603
164,99.939,591.003,0.271712
165,99.944,587.117,0.364463
166,99.943,590.193,0.369984
167,99.9408,591.996,0.367884
168,99.945,590.354,0.369954
169,99.9404,589.928,0.366633
170,99.9426,592.776,0.266693
171,99.943,589.406,0.304723
172,99.9412,587.666,0.267093
173,99.9428,586.791,0.365894
174,99.9403,590.879,0.366943
175,99.9328,591.464,0.263943
176,99.9454,586.725,0.360073
177,99.9432,592.32,0.361773
178,99.9389,590.91,0.301383
179,99.9405,590.908,0.264383
180,99.9412,589.242,0.265513
181,99.939,587.085,0.360433
182,99.9425,591.507,0.361963
183,99.9368,591.696,0.357814
184,99.9366,591.929,0.365994
185,99.9384,591.076,0.359343
186,99.9387,590.55,0.355264
187,99.944,590.642,0.260483
188,99.9499,586.262,0.260312
189,99.9513,585.676,0.356294
190,99.9527,590.816,0.360544
191,99.9529,590.772,0.262192
192,99.9526,587.082,0.301323
193,99.9511,588.82,0.360154
194,99.9489,590.88,0.356843
195,99.9452,590.149,0.261062
196,99.9445,587.078,0.356114
197,99.9409,590.101,0.356704
198,99.9391,590.948,0.382404
199,99.9346,593.631,0.364984
200,99.9347,590.814,0.359143
201,99.9345,591.212,0.360203
202,99.9337,591.525,0.265803
203,99.933,588.193,0.269353
204,99.9349,586.136,0.356463
205,99.9337,591.012,0.363034
206,99.9351,593.927,0.359483
207,99.9376,592.356,0.365423
208,99.9377,591.338,0.375714
209,99.9395,592.773,0.305163
210,99.9379,588.717,0.305374
211,99.9407,588.719,0.264473
212,99.9387,586.134,0.367314
213,99.9407,590.721,0.369774
214,99.9315,590.481,0.367643
215,99.9315,591.437,0.367974
216,99.9294,591.6,0.366584
217,99.9298,591.635,0.365384
218,99.9267,590.547,0.306203
219,99.9303,590.483,0.305483
220,99.9288,588.657,0.363414
221,99.9292,590.718,0.370943
222,99.9306,592.353,0.364204
223,99.9316,591.665,0.364944
224,99.9329,591.857,0.303283
225,99.9373,590.49,0.310043
226,99.9375,589.041,0.318083
227,99.9378,588.401,0.236652
228,99.9355,586.222,0.370774
229,99.9363,597.072,0.374164
230,99.9354,599.391,0.368134
231,99.9368,598.926,0.368444
232,99.9366,592.794,0.368074
233,99.9354,591.305,0.367984
234,99.9344,590.911,0.301773
235,99.9288,591.371,0.309924
236,99.933,589.409,0.369704
237,99.9331,590.881,0.371294
238,99.9348,591.634,0.371194
239,99.9349,591.598,0.370294
240,99.9335,591.17,0.283382
241,99.9331,590.589,0.363014
242,99.9358,591.242,0.376754
243,99.9342,591.465,0.270963
244,99.9326,586.494,0.366604
245,99.9347,591.206,0.364694
246,99.9366,594.748,0.360214
247,99.9397,591.402,0.362144
248,99.9398,592.178,0.451585
249,99.9392,591.283,0.302533
250,99.9388,588.849,0.303053
251,99.94,588.399,0.303193
252,99.9383,586.68,0.367524
253,99.9385,588.993,0.381824
254,99.9381,590.671,0.364044
255,99.9397,591.265,0.268642
256,99.9406,588.587,0.302423
257,99.9387,588.561,0.368513
258,99.9381,590.312,0.258172
259,99.9379,588.167,0.302783
260,99.9376,587.867,0.361293
261,99.9383,591.109,0.377154
262,99.9397,590.716,0.403094
263,99.9378,591.011,0.361574
264,99.9382,591.364,0.265093
265,99.9395,586.918,0.302053
266,99.9396,587.931,0.302544
267,99.9396,588.302,0.257722
268,99.9375,587.461,0.260493
269,99.9379,587.018,0.372174
270,99.9396,592.321,0.370944
271,99.939,592.402,0.424335
272,99.9385,590.599,0.304663
273,99.9387,587.771,0.360834
274,99.9371,590.978,0.363593
275,99.9388,591.043,0.361854
276,99.9369,588.914,0.370724
277,99.9386,591.172,0.307733
278,99.9388,590.521,0.360593
279,99.939,590.523,0.360504
280,99.9388,590.716,0.361544
281,99.9388,591.763,0.362244
282,99.9381,590.349,0.262943
283,99.9379,590.397,0.361944
284,99.9388,591.47,0.359334
285,99.9398,590.153,0.266712
286,99.9418,588.299,0.366934
287,99.9384,591.275,0.368364
288,99.9387,591.794,0.304883
289,99.9395,590.413,0.229983
290,99.939,586.328,0.306063
291,99.9379,592.149,0.394244
292,99.9405,591.905,0.268963
293,99.9406,587.939,0.367594
294,99.9408,592.845,0.372154
295,99.9393,590.78,0.361473
296,99.9388,590.982,0.362424
